idx,embedding,chunking,k,our_relevance,our_utilization,our_completeness,our_adherence,ref_relevance,ref_utilization,ref_completeness,ref_adherence
32,E1_bge_large_k4,whole_doc,4,0.4762,0.3333,0.7,0,0.2857142857142857,0.09523809523809523,0.3333333333333333,1
33,E1_bge_large_k4,whole_doc,4,0.5,0.25,0.5,0,0.4,0.25,0.625,1
34,E1_bge_large_k4,whole_doc,4,0.625,0.375,0.6,0,0.625,0.625,1.0,1
35,E1_bge_large_k4,whole_doc,4,0.7857,0.1429,0.1818,1,0.35714285714285715,0.35714285714285715,1.0,0
36,E1_bge_large_k4,whole_doc,4,0.6,0.2,0.3333,0,0.4,0.26666666666666666,0.6666666666666666,1
37,E1_bge_large_k4,whole_doc,4,0.381,0.1905,0.5,0,0.2857142857142857,0.14285714285714285,0.5,1
38,E1_bge_large_k4,whole_doc,4,0.4,0.05,0.125,1,0.2,0.05,0.25,1
39,E1_bge_large_k4,whole_doc,4,1.0,0.05,0.05,0,0.15,0.05,0.3333333333333333,1
40,E1_bge_large_k4,whole_doc,4,0.3333,0.1111,0.3333,0,0.6666666666666666,0.2222222222222222,0.3333333333333333,1
41,E1_bge_large_k4,whole_doc,4,0.0909,0.0455,0.5,0,0.045454545454545456,0.045454545454545456,1.0,1
42,E1_bge_large_k4,whole_doc,4,0.9286,0.0,0.0,0,0.42857142857142855,0.42857142857142855,1.0,1
43,E1_bge_large_k4,whole_doc,4,1.0,1.0,1.0,1,0.5263157894736842,0.42105263157894735,0.8,1
44,E1_bge_large_k4,whole_doc,4,0.625,0.5,0.8,0,0.5,0.5,1.0,1
45,E1_bge_large_k4,whole_doc,4,0.8,0.8,1.0,0,0.2,0.2,1.0,0
46,E1_bge_large_k4,whole_doc,4,0.9474,0.4211,0.4444,1,0.21052631578947367,0.21052631578947367,1.0,0
47,E1_bge_large_k4,whole_doc,4,0.3636,0.1818,0.5,0,0.2727272727272727,0.18181818181818182,0.6666666666666666,1
48,E1_bge_large_k4,whole_doc,4,0.6818,0.1364,0.2,0,0.09090909090909091,0.045454545454545456,0.5,1
49,E1_bge_large_k4,whole_doc,4,0.9375,0.0625,0.0667,1,0.3125,0.0625,0.2,1
50,E1_bge_large_k4,whole_doc,4,0.1304,0.0435,0.3333,1,0.043478260869565216,0.043478260869565216,1.0,1
51,E1_bge_large_k4,whole_doc,4,0.3158,0.0,0.0,0,0.42105263157894735,0.21052631578947367,0.5,0
52,E1_bge_large_k4,whole_doc,4,1.0,0.1111,0.1111,0,0.3333333333333333,0.2222222222222222,0.6666666666666666,1
53,E1_bge_large_k4,whole_doc,4,0.3333,0.0,0.0,0,0.38095238095238093,0.047619047619047616,0.125,1
54,E1_bge_large_k4,whole_doc,4,0.2105,0.0526,0.25,0,0.8421052631578947,0.47368421052631576,0.5625,1
55,E1_bge_large_k4,whole_doc,4,0.9,0.15,0.1667,0,0.4,0.25,0.625,1
56,E1_bge_large_k4,whole_doc,4,0.875,0.875,1.0,0,0.75,0.4375,0.5833333333333334,1
57,E1_bge_large_k4,whole_doc,4,0.9333,0.0667,0.0714,0,0.3333333333333333,0.06666666666666667,0.2,1
58,E1_bge_large_k4,whole_doc,4,0.6,0.6,1.0,0,0.4,0.4,1.0,1
59,E1_bge_large_k4,whole_doc,4,1.0,0.2778,0.2778,0,0.2777777777777778,0.2222222222222222,0.8,1
60,E1_bge_large_k4,whole_doc,4,0.75,0.0625,0.0833,1,0.75,0.375,0.5,1
61,E1_bge_large_k4,whole_doc,4,1.0,0.0,0.0,0,0.0,0.0,1.0,1
62,E1_bge_large_k4,whole_doc,4,0.3214,0.2143,0.6667,0,0.35714285714285715,0.2857142857142857,0.8,0
63,E1_bge_large_k4,whole_doc,4,0.875,0.25,0.2857,0,0.375,0.375,1.0,0
64,E1_bge_large_k4,whole_doc,4,0.6667,0.0833,0.125,1,0.375,0.16666666666666666,0.4444444444444444,1
65,E1_bge_large_k4,whole_doc,4,0.625,0.625,1.0,0,0.125,0.0,0.0,1
66,E1_bge_large_k4,whole_doc,4,0.6667,0.0556,0.0833,1,0.5,0.4444444444444444,0.8888888888888888,1
67,E1_bge_large_k4,whole_doc,4,0.7407,0.037,0.05,1,0.14814814814814814,0.037037037037037035,0.25,1
68,E1_bge_large_k4,whole_doc,4,0.5455,0.2273,0.4167,1,0.18181818181818182,0.18181818181818182,1.0,1
69,E1_bge_large_k4,whole_doc,4,0.8636,0.8636,1.0,0,0.22727272727272727,0.09090909090909091,0.4,1
70,E1_bge_large_k4,whole_doc,4,0.5,0.0,0.0,0,0.4090909090909091,0.2727272727272727,0.6666666666666666,1
71,E1_bge_large_k4,whole_doc,4,0.2727,0.1818,0.6667,0,0.09090909090909091,0.09090909090909091,1.0,1
72,E1_bge_large_k4,whole_doc,4,0.9375,0.0625,0.0667,1,0.25,0.0625,0.25,1
73,E1_bge_large_k4,whole_doc,4,0.381,0.1429,0.375,1,0.09523809523809523,0.09523809523809523,1.0,1
74,E1_bge_large_k4,whole_doc,4,0.3182,0.0909,0.2857,1,0.13636363636363635,0.09090909090909091,0.6666666666666666,1
75,E1_bge_large_k4,whole_doc,4,0.7333,0.0,0.0,1,0.26666666666666666,0.26666666666666666,1.0,1
76,E1_bge_large_k4,whole_doc,4,0.9444,0.9444,1.0,0,0.2222222222222222,0.2222222222222222,1.0,1
77,E1_bge_large_k4,whole_doc,4,0.625,0.1875,0.3,0,0.3125,0.0625,0.2,0
78,E1_bge_large_k4,whole_doc,4,0.8182,0.3636,0.4444,1,0.0,0.0,1.0,1
79,E1_bge_large_k4,whole_doc,4,0.4545,0.0909,0.2,1,0.45454545454545453,0.36363636363636365,0.8,1
80,E1_bge_large_k4,whole_doc,4,0.5,0.0,0.0,0,0.5,0.375,0.75,1
81,E1_bge_large_k4,whole_doc,4,0.3077,0.0769,0.25,1,0.23076923076923078,0.15384615384615385,0.6666666666666666,0
82,E1_bge_large_k4,whole_doc,4,0.75,0.0,0.0,0,0.25,0.25,1.0,0
83,E1_bge_large_k4,whole_doc,4,0.3125,0.0,0.0,0,0.125,0.0625,0.5,1
84,E1_bge_large_k4,whole_doc,4,0.2778,0.0556,0.2,0,0.16666666666666666,0.16666666666666666,1.0,1
85,E1_bge_large_k4,whole_doc,4,0.16,0.0,0.0,1,0.12,0.04,0.3333333333333333,1
86,E1_bge_large_k4,whole_doc,4,0.6957,0.1739,0.25,0,0.2608695652173913,0.043478260869565216,0.16666666666666666,0
87,E1_bge_large_k4,whole_doc,4,0.9444,0.2778,0.2941,0,0.6111111111111112,0.5555555555555556,0.9090909090909091,1
88,E1_bge_large_k4,whole_doc,4,0.7368,0.1579,0.2143,0,0.47368421052631576,0.15789473684210525,0.3333333333333333,1
89,E1_bge_large_k4,whole_doc,4,0.7143,0.5238,0.7333,0,0.38095238095238093,0.14285714285714285,0.375,0
90,E1_bge_large_k4,whole_doc,4,0.4545,0.0909,0.2,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,1
91,E1_bge_large_k4,whole_doc,4,0.3636,0.0,0.0,0,0.09090909090909091,0.09090909090909091,1.0,1
92,E1_bge_large_k4,whole_doc,4,0.4706,0.0588,0.125,1,0.11764705882352941,0.058823529411764705,0.5,1
93,E1_bge_large_k4,whole_doc,4,0.5,0.0909,0.1818,1,0.09090909090909091,0.09090909090909091,1.0,1
94,E1_bge_large_k4,whole_doc,4,0.9091,0.6818,0.75,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,0
95,E1_bge_large_k4,whole_doc,4,0.3158,0.1053,0.3333,1,0.15789473684210525,0.15789473684210525,1.0,1
96,E1_bge_large_k4,whole_doc,4,1.0,0.5,0.5,0,0.4090909090909091,0.22727272727272727,0.5555555555555556,1
97,E1_bge_large_k4,whole_doc,4,0.5455,0.0455,0.0833,1,0.045454545454545456,0.045454545454545456,1.0,1
98,E1_bge_large_k4,whole_doc,4,0.9375,0.25,0.2667,0,0.375,0.125,0.3333333333333333,0
99,E1_bge_large_k4,whole_doc,4,0.6471,0.6471,1.0,0,0.5882352941176471,0.47058823529411764,0.7,1
100,E1_bge_large_k4,whole_doc,4,0.9048,0.8571,0.9474,0,0.47619047619047616,0.2857142857142857,0.6,1
101,E1_bge_large_k4,whole_doc,4,0.5,0.2778,0.4444,0,0.1111111111111111,0.16666666666666666,1.0,1
102,E1_bge_large_k4,whole_doc,4,0.3636,0.0909,0.25,0,0.09090909090909091,0.09090909090909091,1.0,1
103,E1_bge_large_k4,whole_doc,4,0.2105,0.0526,0.25,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,0
104,E1_bge_large_k4,whole_doc,4,1.0,0.0,0.0,0,0.05263157894736842,0.05263157894736842,1.0,0
105,E1_bge_large_k4,whole_doc,4,0.8182,0.1818,0.2222,0,0.4090909090909091,0.18181818181818182,0.3333333333333333,0
106,E1_bge_large_k4,whole_doc,4,0.8,0.2,0.25,0,0.3,0.3,1.0,1
107,E1_bge_large_k4,whole_doc,4,0.4667,0.0,0.0,0,0.4666666666666667,0.06666666666666667,0.14285714285714285,0
108,E1_bge_large_k4,whole_doc,4,0.5556,0.5556,1.0,0,0.1111111111111111,0.07407407407407407,0.6666666666666666,0
109,E1_bge_large_k4,whole_doc,4,1.0,0.7333,0.7333,0,0.4,0.3333333333333333,0.8333333333333334,1
110,E1_bge_large_k4,whole_doc,4,0.2174,0.1304,0.6,0,0.2608695652173913,0.08695652173913043,0.3333333333333333,0
111,E1_bge_large_k4,whole_doc,4,1.0,0.1765,0.1765,0,0.35294117647058826,0.23529411764705882,0.6666666666666666,1
112,E1_bge_large_k4,whole_doc,4,0.3571,0.1071,0.3,0,0.10714285714285714,0.07142857142857142,0.6666666666666666,1
113,E1_bge_large_k4,whole_doc,4,0.8667,0.4,0.4615,0,0.2,0.2,1.0,1
114,E1_bge_large_k4,whole_doc,4,0.2917,0.2917,1.0,0,0.4583333333333333,0.20833333333333334,0.45454545454545453,1
115,E1_bge_large_k4,whole_doc,4,0.4,0.1,0.25,0,0.4,0.1,0.25,1
116,E1_bge_large_k4,whole_doc,4,0.4,0.4,1.0,0,0.2,0.2,1.0,1
117,E1_bge_large_k4,whole_doc,4,0.8,0.5333,0.6667,0,0.4,0.2,0.5,1
118,E1_bge_large_k4,whole_doc,4,0.8261,0.087,0.1053,0,0.391304347826087,0.21739130434782608,0.5555555555555556,1
119,E1_bge_large_k4,whole_doc,4,0.3846,0.1538,0.4,0,0.15384615384615385,0.15384615384615385,1.0,0
120,E1_bge_large_k4,whole_doc,4,0.1667,0.0556,0.3333,0,0.05555555555555555,0.05555555555555555,1.0,1
121,E1_bge_large_k4,whole_doc,4,0.2105,0.1053,0.5,1,0.2631578947368421,0.15789473684210525,0.6,1
122,E1_bge_large_k4,whole_doc,4,0.75,0.05,0.0667,1,0.65,0.25,0.38461538461538464,1
123,E1_bge_large_k4,whole_doc,4,0.6957,0.2174,0.25,0,0.30434782608695654,0.21739130434782608,0.7142857142857143,1
124,E1_bge_large_k4,whole_doc,4,0.3043,0.087,0.2857,1,0.08695652173913043,0.08695652173913043,1.0,1
125,E1_bge_large_k4,whole_doc,4,0.8095,0.1429,0.1765,1,0.6190476190476191,0.42857142857142855,0.6923076923076923,1
126,E1_bge_large_k4,whole_doc,4,0.619,0.2381,0.3846,0,0.38095238095238093,0.09523809523809523,0.25,1
127,E1_bge_large_k4,whole_doc,4,0.4,0.0,0.0,0,0.4,0.05,0.125,1
128,E1_bge_large_k4,whole_doc,4,0.5882,0.4118,0.7,0,0.5294117647058824,0.5294117647058824,1.0,0
129,E1_bge_large_k4,whole_doc,4,0.45,0.3,0.3333,0,0.3,0.2,0.6666666666666666,1
130,E1_bge_large_k4,whole_doc,4,0.1818,0.0455,0.25,0,0.09090909090909091,0.045454545454545456,0.5,1
131,E1_bge_large_k4,whole_doc,4,0.5769,0.0385,0.0667,1,0.15384615384615385,0.15384615384615385,1.0,1
132,E1_bge_large_k4,whole_doc,4,0.3333,0.0476,0.1429,1,0.2857142857142857,0.047619047619047616,0.16666666666666666,1
133,E1_bge_large_k4,whole_doc,4,0.3636,0.1818,0.5,0,0.18181818181818182,0.2727272727272727,1.0,1
134,E1_bge_large_k4,whole_doc,4,0.5652,0.5652,1.0,0,0.17391304347826086,0.043478260869565216,0.25,1
135,E1_bge_large_k4,whole_doc,4,0.9231,0.3462,0.375,0,0.19230769230769232,0.11538461538461539,0.6,0
136,E1_bge_large_k4,whole_doc,4,1.0,0.0,0.0,1,0.25,0.15,0.6,1
137,E1_bge_large_k4,whole_doc,4,0.2,0.04,0.2,1,0.04,0.04,1.0,1
138,E1_bge_large_k4,whole_doc,4,0.8571,0.0952,0.1111,0,0.42857142857142855,0.3333333333333333,0.6666666666666666,1
139,E1_bge_large_k4,whole_doc,4,0.55,0.0,0.0,0,0.55,0.0,0.0,1
140,E1_bge_large_k4,whole_doc,4,0.8,0.8,1.0,0,0.5333333333333333,0.4666666666666667,0.875,1
141,E1_bge_large_k4,whole_doc,4,0.1304,0.1304,1.0,0,0.17391304347826086,0.13043478260869565,0.75,1
142,E1_bge_large_k4,whole_doc,4,0.4286,0.0,0.0,0,0.23809523809523808,0.19047619047619047,0.8,1
143,E1_bge_large_k4,whole_doc,4,0.4,0.28,0.7,0,0.32,0.2,0.625,1
144,E1_bge_large_k4,whole_doc,4,0.3529,0.0588,0.1667,1,0.11764705882352941,0.11764705882352941,1.0,1
145,E1_bge_large_k4,whole_doc,4,0.5909,0.5,0.8462,0,0.18181818181818182,0.045454545454545456,0.25,1
146,E1_bge_large_k4,whole_doc,4,0.6667,0.0833,0.125,0,0.5833333333333334,0.3333333333333333,0.5714285714285714,1
147,E1_bge_large_k4,whole_doc,4,0.4706,0.4706,1.0,0,0.47058823529411764,0.23529411764705882,0.5,1
148,E1_bge_large_k4,whole_doc,4,0.9444,0.6111,0.6471,0,0.4444444444444444,0.3333333333333333,0.75,1
149,E1_bge_large_k4,whole_doc,4,0.125,0.25,0.0,1,0.0,0.0,1.0,1
150,E1_bge_large_k4,whole_doc,4,0.3333,0.1333,0.4,1,0.26666666666666666,0.3333333333333333,1.0,0
151,E1_bge_large_k4,whole_doc,4,0.6818,0.0909,0.1333,0,0.18181818181818182,0.09090909090909091,0.5,1
152,E1_bge_large_k4,whole_doc,4,0.2222,0.2222,1.0,0,0.3333333333333333,0.2222222222222222,0.6666666666666666,0
153,E1_bge_large_k4,whole_doc,4,0.4737,0.0,0.0,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,1
154,E1_bge_large_k4,whole_doc,4,0.4737,0.1053,0.2222,0,0.15789473684210525,0.10526315789473684,0.6666666666666666,1
155,E1_bge_large_k4,whole_doc,4,0.1923,0.0769,0.4,1,0.46153846153846156,0.038461538461538464,0.08333333333333333,1
156,E1_bge_large_k4,whole_doc,4,0.0,0.1905,0.0,1,0.0,0.42857142857142855,1.0,1
157,E1_bge_large_k4,whole_doc,4,0.7368,0.0526,0.0714,0,0.21052631578947367,0.10526315789473684,0.5,1
158,E1_bge_large_k4,whole_doc,4,0.8667,0.1333,0.1538,0,0.5333333333333333,0.4,0.75,1
159,E1_bge_large_k4,whole_doc,4,0.6667,0.0556,0.0833,0,0.3333333333333333,0.16666666666666666,0.5,1
161,E1_bge_large_k4,whole_doc,4,0.7391,0.2174,0.2941,0,0.5217391304347826,0.0,0.0,0
162,E1_bge_large_k4,whole_doc,4,0.2727,0.0909,0.3333,0,0.5,0.36363636363636365,0.7272727272727273,1
163,E1_bge_large_k4,whole_doc,4,0.8571,0.8571,1.0,1,0.14285714285714285,0.14285714285714285,1.0,1
164,E1_bge_large_k4,whole_doc,4,0.7778,0.1111,0.1429,0,0.3333333333333333,0.2777777777777778,0.8333333333333334,1
165,E1_bge_large_k4,whole_doc,4,0.6875,0.125,0.1818,0,0.3125,0.1875,0.6,1
166,E1_bge_large_k4,whole_doc,4,0.4286,0.4286,1.0,0,0.23809523809523808,0.23809523809523808,1.0,0
167,E1_bge_large_k4,whole_doc,4,0.2692,0.0385,0.1429,1,0.19230769230769232,0.038461538461538464,0.2,1
168,E1_bge_large_k4,whole_doc,4,0.75,0.0625,0.0833,0,0.125,0.125,1.0,1
169,E1_bge_large_k4,whole_doc,4,0.3913,0.087,0.2222,1,0.2608695652173913,0.043478260869565216,0.16666666666666666,1
170,E1_bge_large_k4,whole_doc,4,0.3333,0.0833,0.25,0,0.4166666666666667,0.3333333333333333,0.8,1
171,E1_bge_large_k4,whole_doc,4,0.5,0.0556,0.1111,0,0.2222222222222222,0.1111111111111111,0.5,1
172,E1_bge_large_k4,whole_doc,4,0.3333,0.1333,0.4,0,0.2,0.13333333333333333,0.6666666666666666,1
173,E1_bge_large_k4,whole_doc,4,0.7895,0.1053,0.1333,0,0.3684210526315789,0.3684210526315789,1.0,1
174,E1_bge_large_k4,whole_doc,4,0.3158,0.2632,0.6667,0,0.42105263157894735,0.15789473684210525,0.375,1
175,E1_bge_large_k4,whole_doc,4,0.1818,0.1818,1.0,1,0.18181818181818182,0.09090909090909091,0.5,1
176,E1_bge_large_k4,whole_doc,4,0.4615,0.3077,0.6667,1,0.038461538461538464,0.038461538461538464,1.0,1
177,E1_bge_large_k4,whole_doc,4,0.25,0.25,1.0,0,0.125,0.125,1.0,0
178,E1_bge_large_k4,whole_doc,4,1.0,0.9167,0.9167,0,0.4166666666666667,0.25,0.6,1
179,E1_bge_large_k4,whole_doc,4,0.875,0.2917,0.3333,0,0.5833333333333334,0.5416666666666666,0.9285714285714286,1
180,E1_bge_large_k4,whole_doc,4,0.5,0.0625,0.125,0,0.1875,0.125,0.6666666666666666,1
181,E1_bge_large_k4,whole_doc,4,0.6,0.6,1.0,0,0.4,0.15,0.375,1
182,E1_bge_large_k4,whole_doc,4,0.625,0.1875,0.3,0,0.375,0.3125,0.8333333333333334,1
183,E1_bge_large_k4,whole_doc,4,0.8462,0.0,0.0,0,0.15384615384615385,0.07692307692307693,0.5,1
184,E1_bge_large_k4,whole_doc,4,0.3913,0.0435,0.1111,1,0.17391304347826086,0.043478260869565216,0.25,1
185,E1_bge_large_k4,whole_doc,4,0.8333,0.0,0.0,0,0.16666666666666666,0.08333333333333333,0.5,1
186,E1_bge_large_k4,whole_doc,4,0.6667,0.3889,0.5833,1,0.2222222222222222,0.2222222222222222,1.0,1
187,E1_bge_large_k4,whole_doc,4,0.88,0.24,0.2727,0,0.4,0.16,0.4,1
188,E1_bge_large_k4,whole_doc,4,1.0,0.2857,0.2857,1,0.2857142857142857,0.2857142857142857,1.0,1
189,E1_bge_large_k4,whole_doc,4,0.6,0.05,0.0833,1,0.25,0.2,0.8,1
190,E1_bge_large_k4,whole_doc,4,0.55,0.55,1.0,0,0.4,0.3,0.75,0
191,E1_bge_large_k4,whole_doc,4,0.3684,0.3684,1.0,0,0.21052631578947367,0.21052631578947367,1.0,1
192,E1_bge_large_k4,whole_doc,4,0.4737,0.5263,1.0,0,0.21052631578947367,0.10526315789473684,0.5,1
193,E1_bge_large_k4,whole_doc,4,0.5,0.0714,0.1429,1,0.07142857142857142,0.07142857142857142,1.0,1
194,E1_bge_large_k4,whole_doc,4,0.375,0.125,0.3333,1,0.25,0.25,1.0,1
195,E1_bge_large_k4,whole_doc,4,0.7,0.5,0.7143,0,0.45,0.25,0.5555555555555556,1
196,E1_bge_large_k4,whole_doc,4,0.7,0.0,0.0,0,0.2,0.2,1.0,1
197,E1_bge_large_k4,whole_doc,4,1.0,0.0,0.0,0,0.25,0.16666666666666666,0.6666666666666666,1
198,E1_bge_large_k4,whole_doc,4,0.9167,0.3333,0.3636,0,0.5833333333333334,0.3333333333333333,0.5714285714285714,1
199,E1_bge_large_k4,whole_doc,4,0.5,0.1667,0.3333,0,0.2777777777777778,0.1111111111111111,0.4,1
200,E1_bge_large_k4,whole_doc,4,0.5333,0.0,0.0,0,0.26666666666666666,0.26666666666666666,1.0,1
201,E1_bge_large_k4,whole_doc,4,0.3636,0.0,0.0,0,0.09090909090909091,0.045454545454545456,0.5,1
202,E1_bge_large_k4,whole_doc,4,0.4286,0.2381,0.4444,0,0.23809523809523808,0.23809523809523808,1.0,1
203,E1_bge_large_k4,whole_doc,4,0.2632,0.2105,0.6,0,0.3157894736842105,0.2631578947368421,0.6666666666666666,0
204,E1_bge_large_k4,whole_doc,4,0.8667,0.1333,0.1538,0,0.4666666666666667,0.2,0.42857142857142855,1
205,E1_bge_large_k4,whole_doc,4,0.963,0.1481,0.1538,0,0.2222222222222222,0.1111111111111111,0.5,1
206,E1_bge_large_k4,whole_doc,4,0.9565,0.087,0.0909,0,0.13043478260869565,0.043478260869565216,0.3333333333333333,1
207,E1_bge_large_k4,whole_doc,4,0.3333,0.0556,0.1667,1,0.2222222222222222,0.05555555555555555,0.25,1
208,E1_bge_large_k4,whole_doc,4,0.7857,0.0714,0.0909,0,0.35714285714285715,0.21428571428571427,0.6,1
209,E1_bge_large_k4,whole_doc,4,0.5172,0.0345,0.0667,0,0.10344827586206896,0.10344827586206896,1.0,1
210,E1_bge_large_k4,whole_doc,4,0.9375,0.1875,0.2,0,0.625,0.3125,0.5,1
211,E1_bge_large_k4,whole_doc,4,0.9,0.0,0.0,0,0.4,0.4,1.0,1
212,E1_bge_large_k4,whole_doc,4,0.5,0.25,0.5,0,0.1875,0.125,0.6666666666666666,1
213,E1_bge_large_k4,whole_doc,4,0.5,0.0909,0.1818,0,0.18181818181818182,0.18181818181818182,0.75,1
214,E1_bge_large_k4,whole_doc,4,0.3125,0.3125,1.0,0,0.125,0.125,1.0,1
215,E1_bge_large_k4,whole_doc,4,0.8919,0.0541,0.0606,1,0.05405405405405406,0.05405405405405406,1.0,1
216,E1_bge_large_k4,whole_doc,4,0.8333,0.0417,0.05,1,0.3333333333333333,0.3333333333333333,1.0,1
217,E1_bge_large_k4,whole_doc,4,1.1429,1.1429,1.0,1,0.42857142857142855,0.42857142857142855,1.0,0
218,E1_bge_large_k4,whole_doc,4,0.1875,0.1875,1.0,0,0.25,0.25,1.0,1
219,E1_bge_large_k4,whole_doc,4,0.85,0.85,1.0,0,0.7,0.2,0.2857142857142857,1
