idx,generator,model,our_relevance,our_utilization,our_completeness,our_adherence,ref_relevance,ref_utilization,ref_completeness,ref_adherence
37,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.381,0.1905,0.5,0,0.2857142857142857,0.14285714285714285,0.5,1
38,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.15,0.1,0.6667,0,0.2,0.05,0.25,1
39,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.45,0.05,0.1111,0,0.15,0.05,0.3333333333333333,1
40,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3333,0.1111,0.3333,1,0.6666666666666666,0.2222222222222222,0.3333333333333333,1
41,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0909,0.0455,0.5,0,0.045454545454545456,0.045454545454545456,1.0,1
42,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2143,0.2143,1.0,1,0.42857142857142855,0.42857142857142855,1.0,1
43,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3158,0.3158,1.0,0,0.5263157894736842,0.42105263157894735,0.8,1
44,E2,meta-llama/llama-4-scout-17b-16e-instruct,1.0,0.625,0.625,0,0.5,0.5,1.0,1
45,E2,meta-llama/llama-4-scout-17b-16e-instruct,1.0,0.0,0.0,0,0.2,0.2,1.0,0
46,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.5789,0.1053,0.1818,1,0.21052631578947367,0.21052631578947367,1.0,0
47,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.6364,0.1818,0.2857,0,0.2727272727272727,0.18181818181818182,0.6666666666666666,1
48,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1364,0.0909,0.6667,0,0.09090909090909091,0.045454545454545456,0.5,1
49,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.25,0.0625,0.25,1,0.3125,0.0625,0.2,1
50,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.087,0.0435,0.5,1,0.043478260869565216,0.043478260869565216,1.0,1
51,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3158,0.5263,1.0,0,0.42105263157894735,0.21052631578947367,0.5,0
52,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3333,0.1111,0.3333,0,0.3333333333333333,0.2222222222222222,0.6666666666666666,1
53,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1905,0.0952,0.5,0,0.38095238095238093,0.047619047619047616,0.125,1
54,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2105,0.2105,1.0,0,0.8421052631578947,0.47368421052631576,0.5625,1
55,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.55,0.15,0.2727,0,0.4,0.25,0.625,1
56,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.5625,0.125,0.2222,0,0.75,0.4375,0.5833333333333334,1
57,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.1333,0.3333,1,0.3333333333333333,0.06666666666666667,0.2,1
58,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3333,0.2,0.6,0,0.4,0.4,1.0,1
59,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1667,0.1667,1.0,0,0.2777777777777778,0.2222222222222222,0.8,1
60,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.375,0.25,0.6667,1,0.75,0.375,0.5,1
61,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.125,0.0,0.0,0,0.0,0.0,1.0,1
62,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3929,0.2857,0.7273,0,0.35714285714285715,0.2857142857142857,0.8,0
63,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.5,0.25,0.5,0,0.375,0.375,1.0,0
64,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.375,0.25,0.6667,0,0.375,0.16666666666666666,0.4444444444444444,1
65,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4375,0.0625,0.1429,0,0.125,0.0,0.0,1
66,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4444,0.3333,0.75,0,0.5,0.4444444444444444,0.8888888888888888,1
67,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4074,0.037,0.0909,1,0.14814814814814814,0.037037037037037035,0.25,1
68,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4545,0.0909,0.2,1,0.18181818181818182,0.18181818181818182,1.0,1
69,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4091,0.1364,0.3333,0,0.22727272727272727,0.09090909090909091,0.4,1
70,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4091,0.1818,0.4444,0,0.4090909090909091,0.2727272727272727,0.6666666666666666,1
71,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2273,0.1818,0.8,1,0.09090909090909091,0.09090909090909091,1.0,1
72,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.25,0.0625,0.25,1,0.25,0.0625,0.25,1
73,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1429,0.0952,0.6667,1,0.09523809523809523,0.09523809523809523,1.0,1
74,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3182,0.0909,0.2857,0,0.13636363636363635,0.09090909090909091,0.6666666666666666,1
75,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.2667,0.6667,0,0.26666666666666666,0.26666666666666666,1.0,1
76,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2778,0.3889,1.0,0,0.2222222222222222,0.2222222222222222,1.0,1
77,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.875,0.5,0.5714,0,0.3125,0.0625,0.2,0
78,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0,0.3636,0.0,1,0.0,0.0,1.0,1
79,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3636,0.0909,0.25,1,0.45454545454545453,0.36363636363636365,0.8,1
80,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.625,0.25,0.4,0,0.5,0.375,0.75,1
81,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1538,0.0769,0.5,1,0.23076923076923078,0.15384615384615385,0.6666666666666666,0
82,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.25,0.125,0.5,0,0.25,0.25,1.0,0
83,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.125,0.125,1.0,0,0.125,0.0625,0.5,1
84,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1111,0.1111,1.0,1,0.16666666666666666,0.16666666666666666,1.0,1
85,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2,0.12,0.6,0,0.12,0.04,0.3333333333333333,1
86,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1739,0.087,0.5,0,0.2608695652173913,0.043478260869565216,0.16666666666666666,0
87,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.6111,0.6111,1.0,1,0.6111111111111112,0.5555555555555556,0.9090909090909091,1
88,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3684,0.1579,0.4286,0,0.47368421052631576,0.15789473684210525,0.3333333333333333,1
89,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.381,0.3333,0.875,0,0.38095238095238093,0.14285714285714285,0.375,0
90,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2727,0.1818,0.6667,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,1
91,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0909,0.0909,1.0,0,0.09090909090909091,0.09090909090909091,1.0,1
92,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4706,0.1176,0.25,1,0.11764705882352941,0.058823529411764705,0.5,1
93,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2273,0.0455,0.2,0,0.09090909090909091,0.09090909090909091,1.0,1
94,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3182,0.1818,0.5714,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,0
95,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2632,0.1579,0.6,0,0.15789473684210525,0.15789473684210525,1.0,1
96,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4545,0.4545,1.0,0,0.4090909090909091,0.22727272727272727,0.5555555555555556,1
97,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0909,0.0455,0.5,1,0.045454545454545456,0.045454545454545456,1.0,1
98,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.25,0.25,1.0,0,0.375,0.125,0.3333333333333333,0
99,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4118,0.4118,1.0,0,0.5882352941176471,0.47058823529411764,0.7,1
100,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.619,0.2857,0.4615,0,0.47619047619047616,0.2857142857142857,0.6,1
101,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1667,0.0556,0.0,0,0.1111111111111111,0.16666666666666666,1.0,1
102,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1818,0.0455,0.25,0,0.09090909090909091,0.09090909090909091,1.0,1
103,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1579,0.1053,0.6667,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,0
104,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0526,0.0,0.0,0,0.05263157894736842,0.05263157894736842,1.0,0
105,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4545,0.3636,0.8,0,0.4090909090909091,0.18181818181818182,0.3333333333333333,0
106,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.1,0.25,0,0.3,0.3,1.0,1
107,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2667,0.0667,0.25,0,0.4666666666666667,0.06666666666666667,0.14285714285714285,0
108,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3704,0.2963,0.8,0,0.1111111111111111,0.07407407407407407,0.6666666666666666,0
109,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.4,1.0,0,0.4,0.3333333333333333,0.8333333333333334,1
110,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1739,0.3478,1.0,0,0.2608695652173913,0.08695652173913043,0.3333333333333333,0
111,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2941,0.1765,0.6,1,0.35294117647058826,0.23529411764705882,0.6666666666666666,1
112,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.25,0.1786,0.7143,1,0.10714285714285714,0.07142857142857142,0.6666666666666666,1
113,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2667,0.0667,0.25,0,0.2,0.2,1.0,1
114,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2083,0.2083,1.0,1,0.4583333333333333,0.20833333333333334,0.45454545454545453,1
115,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3,0.1,0.3333,1,0.4,0.1,0.25,1
116,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2,0.2,1.0,0,0.2,0.2,1.0,1
117,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4667,0.2667,0.4286,1,0.4,0.2,0.5,1
118,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3478,0.087,0.25,1,0.391304347826087,0.21739130434782608,0.5555555555555556,1
119,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1538,0.2308,1.0,0,0.15384615384615385,0.15384615384615385,1.0,0
120,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1111,0.0556,0.5,1,0.05555555555555555,0.05555555555555555,1.0,1
121,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2632,0.0526,0.2,0,0.2631578947368421,0.15789473684210525,0.6,1
122,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.35,0.1,0.2857,0,0.65,0.25,0.38461538461538464,1
123,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4783,0.3913,0.8182,0,0.30434782608695654,0.21739130434782608,0.7142857142857143,1
124,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2174,0.1739,0.8,1,0.08695652173913043,0.08695652173913043,1.0,1
125,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.7143,0.3333,0.4667,1,0.6190476190476191,0.42857142857142855,0.6923076923076923,1
126,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2857,0.3333,1.0,0,0.38095238095238093,0.09523809523809523,0.25,1
127,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.1,0.25,0,0.4,0.05,0.125,1
128,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3529,0.3529,1.0,0,0.5294117647058824,0.5294117647058824,1.0,0
129,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.55,0.2,0.3636,0,0.3,0.2,0.6666666666666666,1
130,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2273,0.2727,1.0,0,0.09090909090909091,0.045454545454545456,0.5,1
131,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1923,0.1154,0.6,0,0.15384615384615385,0.15384615384615385,1.0,1
133,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2727,0.1818,0.6667,0,0.18181818181818182,0.2727272727272727,1.0,1
134,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2609,0.1739,0.5,1,0.17391304347826086,0.043478260869565216,0.25,1
135,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1923,0.1538,0.8,0,0.19230769230769232,0.11538461538461539,0.6,0
136,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3,0.05,0.1667,1,0.25,0.15,0.6,1
137,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.48,0.04,0.0833,1,0.04,0.04,1.0,1
138,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.6667,0.2857,0.4286,0,0.42857142857142855,0.3333333333333333,0.6666666666666666,1
139,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.55,0.55,1.0,0,0.55,0.0,0.0,1
140,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3333,0.4,1.0,0,0.5333333333333333,0.4666666666666667,0.875,1
141,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1304,0.1304,1.0,0,0.17391304347826086,0.13043478260869565,0.75,1
142,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1905,0.1905,1.0,0,0.23809523809523808,0.19047619047619047,0.8,1
143,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.24,0.6,0,0.32,0.2,0.625,1
144,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1765,0.0588,0.3333,0,0.11764705882352941,0.11764705882352941,1.0,1
145,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4091,0.3636,0.8889,0,0.18181818181818182,0.045454545454545456,0.25,1
146,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1667,0.0833,0.5,0,0.5833333333333334,0.3333333333333333,0.5714285714285714,1
147,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3529,0.3529,1.0,0,0.47058823529411764,0.23529411764705882,0.5,1
148,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4444,0.4444,1.0,0,0.4444444444444444,0.3333333333333333,0.75,1
149,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.0,0.0,0.0,0,0.0,0.0,1.0,1
150,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4,0.2667,0.5,0,0.26666666666666666,0.3333333333333333,1.0,0
151,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1364,0.0909,0.6667,1,0.18181818181818182,0.09090909090909091,0.5,1
152,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2222,0.2222,1.0,0,0.3333333333333333,0.2222222222222222,0.6666666666666666,0
153,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2632,0.2632,1.0,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,1
154,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3684,0.2105,0.5714,0,0.15789473684210525,0.10526315789473684,0.6666666666666666,1
155,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.2308,0.0385,0.1667,1,0.46153846153846156,0.038461538461538464,0.08333333333333333,1
156,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.9524,0.1905,0.2,1,0.0,0.42857142857142855,1.0,1
157,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.1053,0.0526,0.5,1,0.21052631578947367,0.10526315789473684,0.5,1
158,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.4667,0.1333,0.2857,1,0.5333333333333333,0.4,0.75,1
159,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.3333,0.2222,0.6667,1,0.3333333333333333,0.16666666666666666,0.5,1
160,E2,meta-llama/llama-4-scout-17b-16e-instruct,0.7333,0.3667,0.5,0,0.36666666666666664,0.3,0.8181818181818182,1
