exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
GK-011,2026-08-04T02:56:04+00:00,general_knowledge,done,e5-large-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.161,0.141,0.8567,0.86,0.2014,0.1518,0.7847,1.0,0.0909,0.0722,0.3124,0.3606,0.0485,0.0386,0.192,0.14,,0.88,1.0,25,1.0,12.4
GK-012,2026-08-04T02:56:20+00:00,general_knowledge,done,e5-large-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.1631,0.1295,0.8248,0.8867,0.2014,0.1518,0.7847,1.0,0.0748,0.0813,0.4349,0.3073,0.0487,0.0385,0.2839,0.1133,,0.92,1.0,25,1.0,12.9
GK-013,2026-08-04T03:11:34+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.2029,0.1672,0.8524,0.86,0.2014,0.1518,0.7847,1.0,0.1172,0.0896,0.3999,0.3606,0.0823,0.0685,0.2829,0.14,,0.88,1.0,25,1.0,578.2
GK-014,2026-08-04T03:34:38+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.2271,0.1727,0.808,0.9133,0.2014,0.1518,0.7847,1.0,0.1161,0.086,0.3615,0.2603,0.0961,0.0667,0.266,0.0867,,0.92,1.0,25,0.92,1380.9
GK-015,2026-08-04T03:42:10+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.2189,0.1652,0.8,0.86,0.2014,0.1518,0.7847,1.0,0.0951,0.1212,0.4363,0.3606,0.071,0.0887,0.2953,0.14,,0.88,1.0,25,0.96,448.7
GK-016,2026-08-04T03:51:49+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.2126,0.1691,0.7353,0.78,0.2014,0.1518,0.7847,1.0,0.125,0.0836,0.5027,0.4583,0.095,0.0615,0.3667,0.22,,0.8,1.0,25,0.96,575.7
GK-017,2026-08-04T04:17:37+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.218,0.1478,0.706,0.9,0.2014,0.1518,0.7847,1.0,0.0945,0.1066,0.444,0.3,0.0736,0.0704,0.296,0.1,,0.92,1.0,25,0.96,1545.4
GK-018,2026-08-04T04:30:20+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.2244,0.1734,0.8467,0.7667,0.2014,0.1518,0.7847,1.0,0.0877,0.0787,0.3627,0.4631,0.0684,0.0651,0.222,0.2333,,0.8,1.0,25,1.0,759.2
GK-019,2026-08-04T04:36:40+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.1927,0.1713,0.87,0.9,0.2014,0.1518,0.7847,1.0,0.0903,0.085,0.3362,0.3,0.0665,0.0646,0.2187,0.1,,0.92,1.0,25,0.96,376.9
GK-020,2026-08-04T04:41:14+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.2434,0.1734,0.7307,0.94,0.2014,0.1518,0.7847,1.0,0.1098,0.1133,0.3508,0.2236,0.0798,0.073,0.2367,0.06,,0.96,1.0,25,0.92,270.7
GK-021,2026-08-04T04:51:21+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.2141,0.1613,0.804,0.88,0.2014,0.1518,0.7847,1.0,0.0867,0.1018,0.326,0.3162,0.068,0.0692,0.198,0.12,,0.92,1.0,25,0.92,604.4
GK-022,2026-08-04T04:51:43+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.2091,0.1656,0.7353,0.78,0.2014,0.1518,0.7847,1.0,0.1229,0.0789,0.5027,0.4583,0.0915,0.058,0.3667,0.22,,0.8,1.0,25,0.96,18.1
GK-023,2026-08-04T04:52:03+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.2173,0.1443,0.6927,0.9,0.2014,0.1518,0.7847,1.0,0.0937,0.103,0.4389,0.3,0.0729,0.0669,0.2827,0.1,,0.92,1.0,25,0.96,17.0
GK-024,2026-08-04T04:52:24+00:00,general_knowledge,done,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.2239,0.173,0.8467,0.7667,0.2014,0.1518,0.7847,1.0,0.0875,0.0783,0.3627,0.4631,0.068,0.0647,0.222,0.2333,,0.8,1.0,25,1.0,17.4
GK-025,2026-08-04T05:13:16+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.1621,0.1387,0.838,0.84,0.2014,0.1518,0.7847,1.0,0.0898,0.0669,0.3844,0.4,0.0549,0.0378,0.24,0.16,,0.84,1.0,25,1.0,983.6
GK-026,2026-08-04T05:25:26+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.1968,0.1362,0.736,0.86,0.2014,0.1518,0.7847,1.0,0.0846,0.0965,0.43,0.3606,0.0597,0.0525,0.2793,0.14,,0.88,1.0,25,1.0,726.6
GK-027,2026-08-04T05:34:18+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.1597,0.1385,0.794,0.86,0.2014,0.1518,0.7847,1.0,0.0909,0.0909,0.4456,0.3606,0.0572,0.0472,0.276,0.14,,0.88,1.0,25,0.88,528.6
GK-028,2026-08-04T05:40:31+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.1643,0.1356,0.7753,0.82,0.2014,0.1518,0.7847,1.0,0.0952,0.0978,0.4641,0.4123,0.0586,0.0615,0.344,0.18,,0.84,1.0,25,0.96,369.5
GK-029,2026-08-04T05:47:47+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.1647,0.1368,0.8433,0.82,0.2014,0.1518,0.7847,1.0,0.0829,0.0799,0.4159,0.4123,0.0493,0.0521,0.2787,0.18,,0.84,1.0,25,1.0,432.5
GK-030,2026-08-04T05:54:01+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.1814,0.1337,0.8014,0.92,0.2014,0.1518,0.7847,1.0,0.0722,0.0948,0.3961,0.2828,0.0477,0.0562,0.2539,0.08,,0.92,1.0,25,1.0,370.9
GK-031,2026-08-04T06:00:03+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.1675,0.1572,0.9473,0.94,0.2014,0.1518,0.7847,1.0,0.0843,0.0769,0.3074,0.2236,0.0522,0.0442,0.1893,0.06,,0.96,1.0,25,1.0,358.9
GK-032,2026-08-04T06:17:53+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.1836,0.1429,0.82,0.86,0.2014,0.1518,0.7847,1.0,0.077,0.0918,0.3737,0.3606,0.0501,0.0461,0.2247,0.14,,0.88,1.0,25,0.96,1066.7
GK-033,2026-08-04T06:22:33+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.1751,0.1514,0.8233,0.92,0.2014,0.1518,0.7847,1.0,0.0987,0.0882,0.4338,0.2828,0.0623,0.0412,0.292,0.08,,0.92,1.0,25,0.96,276.7
GK-034,2026-08-04T06:22:50+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.1643,0.1356,0.7753,0.82,0.2014,0.1518,0.7847,1.0,0.0952,0.0978,0.4641,0.4123,0.0586,0.0615,0.344,0.18,,0.84,1.0,25,0.96,13.8
GK-035,2026-08-04T06:23:07+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.1647,0.1368,0.8433,0.82,0.2014,0.1518,0.7847,1.0,0.0829,0.0799,0.4159,0.4123,0.0493,0.0521,0.2787,0.18,,0.84,1.0,25,1.0,13.5
GK-036,2026-08-04T06:23:23+00:00,general_knowledge,done,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.1814,0.1337,0.8014,0.92,0.2014,0.1518,0.7847,1.0,0.0722,0.0948,0.3961,0.2828,0.0477,0.0562,0.2539,0.08,,0.92,1.0,25,1.0,13.4
GK-037,2026-08-04T06:41:00+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.434,0.396,0.9133,0.9,0.2014,0.1518,0.7847,1.0,0.2514,0.2571,0.2799,0.3,0.2326,0.2442,0.1687,0.1,,0.92,1.0,25,1.0,804.7
GK-038,2026-08-04T06:46:14+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,309.9
GK-039,2026-08-04T06:55:26+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.434,0.374,0.8733,0.8,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4472,0.2326,0.2611,0.222,0.2,,0.8,1.0,25,1.0,549.5
GK-040,2026-08-04T06:59:00+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.434,0.396,0.9333,0.94,0.2014,0.1518,0.7847,1.0,0.2514,0.2622,0.2972,0.2236,0.2326,0.2442,0.1887,0.06,,0.96,1.0,25,1.0,210.0
GK-041,2026-08-04T07:00:58+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,115.0
GK-042,2026-08-04T07:02:28+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.434,0.39,0.9133,0.88,0.2014,0.1518,0.7847,1.0,0.2514,0.2616,0.3027,0.3464,0.2326,0.2471,0.182,0.12,,0.88,1.0,25,1.0,86.4
GK-043,2026-08-04T07:07:13+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.434,0.394,0.9333,0.9,0.2014,0.1518,0.7847,1.0,0.2514,0.2647,0.3167,0.3,0.2326,0.2516,0.1887,0.1,,0.92,1.0,25,1.0,282.2
GK-044,2026-08-04T07:07:44+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.434,0.374,0.8733,0.8,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4472,0.2326,0.2611,0.222,0.2,,0.8,1.0,25,1.0,27.8
GK-045,2026-08-04T07:08:18+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,30.3
GK-046,2026-08-04T07:08:34+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.434,0.396,0.9333,0.94,0.2014,0.1518,0.7847,1.0,0.2514,0.2622,0.2972,0.2236,0.2326,0.2442,0.1887,0.06,,0.96,1.0,25,1.0,13.0
GK-047,2026-08-04T07:08:51+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.434,0.374,0.8733,0.84,0.2014,0.1518,0.7847,1.0,0.2514,0.2721,0.3628,0.4,0.2326,0.2611,0.222,0.16,,0.84,1.0,25,1.0,13.5
GK-048,2026-08-04T07:09:07+00:00,general_knowledge,done,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.434,0.39,0.9133,0.88,0.2014,0.1518,0.7847,1.0,0.2514,0.2616,0.3027,0.3464,0.2326,0.2471,0.182,0.12,,0.88,1.0,25,1.0,13.0
GK-049,2026-08-04T07:16:44+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.1636,0.148,0.844,0.84,0.2014,0.1518,0.7847,1.0,0.0963,0.0865,0.4344,0.3742,0.0562,0.0425,0.2913,0.16,,0.88,1.0,25,0.96,432.4
GK-050,2026-08-04T07:28:26+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.1651,0.1557,0.9333,0.9,0.2014,0.1518,0.7847,1.0,0.0855,0.0694,0.3066,0.3,0.051,0.0382,0.1887,0.1,,0.92,1.0,25,0.92,699.1
GK-051,2026-08-04T07:31:52+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.1733,0.1422,0.8648,0.86,0.2014,0.1518,0.7847,1.0,0.0758,0.0851,0.4236,0.3606,0.0484,0.0483,0.2972,0.14,,0.88,1.0,25,0.96,202.4
GK-052,2026-08-04T07:32:09+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.1656,0.1456,0.8127,0.86,0.2014,0.1518,0.7847,1.0,0.0945,0.0852,0.4181,0.3606,0.0542,0.0414,0.276,0.14,,0.88,1.0,25,0.92,13.6
GK-053,2026-08-04T07:32:26+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.161,0.141,0.8567,0.86,0.2014,0.1518,0.7847,1.0,0.0909,0.0722,0.3124,0.3606,0.0485,0.0386,0.192,0.14,,0.88,1.0,25,1.0,13.2
GK-054,2026-08-04T07:32:42+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.1631,0.1295,0.8248,0.8867,0.2014,0.1518,0.7847,1.0,0.0748,0.0813,0.4349,0.3073,0.0487,0.0385,0.2839,0.1133,,0.92,1.0,25,1.0,13.2
GK-055,2026-08-04T07:38:20+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.1638,0.1374,0.798,0.86,0.2014,0.1518,0.7847,1.0,0.0938,0.0908,0.4234,0.3606,0.0534,0.0434,0.2747,0.14,,0.88,1.0,25,0.92,334.8
GK-056,2026-08-04T07:42:11+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.1706,0.1471,0.8907,0.9,0.2014,0.1518,0.7847,1.0,0.0842,0.0684,0.3336,0.3,0.0469,0.0381,0.1993,0.1,,0.92,1.0,25,0.96,227.3
GK-057,2026-08-04T07:49:37+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.1595,0.1262,0.7581,0.82,0.2014,0.1518,0.7847,1.0,0.09,0.0895,0.4578,0.4123,0.0582,0.0524,0.3106,0.18,,0.84,1.0,25,0.92,443.5
GK-058,2026-08-04T07:49:55+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.1656,0.1456,0.8127,0.86,0.2014,0.1518,0.7847,1.0,0.0945,0.0852,0.4181,0.3606,0.0542,0.0414,0.276,0.14,,0.88,1.0,25,0.92,13.9
GK-059,2026-08-04T07:50:11+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.161,0.141,0.8567,0.86,0.2014,0.1518,0.7847,1.0,0.0909,0.0722,0.3124,0.3606,0.0485,0.0386,0.192,0.14,,0.88,1.0,25,1.0,13.2
GK-060,2026-08-04T07:50:28+00:00,general_knowledge,done,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,10,5,42,25,0.1631,0.1295,0.8248,0.8867,0.2014,0.1518,0.7847,1.0,0.0748,0.0813,0.4349,0.3073,0.0487,0.0385,0.2839,0.1133,,0.92,1.0,25,1.0,13.3
GK-061,2026-08-04T08:00:13+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,10,5,42,25,0.2153,0.1612,0.8167,0.9,0.2014,0.1518,0.7847,1.0,0.0935,0.0805,0.3061,0.3,0.074,0.0634,0.1653,0.1,,0.92,1.0,25,1.0,568.0
GK-062,2026-08-04T08:10:30+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,10,5,42,25,0.2338,0.1621,0.7333,0.84,0.2014,0.1518,0.7847,1.0,0.1073,0.1078,0.4054,0.4,0.0847,0.0739,0.282,0.16,,0.84,1.0,25,1.0,613.7
GK-063,2026-08-04T08:17:45+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,10,5,42,25,0.228,0.1772,0.764,0.82,0.2014,0.1518,0.7847,1.0,0.1042,0.0786,0.286,0.4123,0.08,0.0588,0.1207,0.18,,0.84,1.0,25,0.92,431.7
GK-064,2026-08-04T08:18:04+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,10,5,42,25,0.2091,0.1656,0.7353,0.78,0.2014,0.1518,0.7847,1.0,0.1229,0.0789,0.5027,0.4583,0.0915,0.058,0.3667,0.22,,0.8,1.0,25,0.96,15.8
GK-065,2026-08-04T08:18:23+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,10,5,42,25,0.2173,0.1443,0.6927,0.9,0.2014,0.1518,0.7847,1.0,0.0937,0.103,0.4389,0.3,0.0729,0.0669,0.2827,0.1,,0.92,1.0,25,0.96,15.5
GK-066,2026-08-04T08:18:42+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,10,5,42,25,0.2239,0.173,0.8467,0.7667,0.2014,0.1518,0.7847,1.0,0.0875,0.0783,0.3627,0.4631,0.068,0.0647,0.222,0.2333,,0.8,1.0,25,1.0,15.5
GK-067,2026-08-04T08:21:54+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,10,5,42,25,0.2081,0.1837,0.8233,0.9,0.2014,0.1518,0.7847,1.0,0.1056,0.0952,0.3193,0.3,0.0832,0.0741,0.1853,0.1,,0.92,1.0,25,0.92,189.0
GK-068,2026-08-04T08:28:07+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,10,5,42,25,0.2364,0.1812,0.756,0.9,0.2014,0.1518,0.7847,1.0,0.1165,0.1193,0.3877,0.3,0.0884,0.0799,0.2687,0.1,,0.92,1.0,25,0.92,369.8
GK-069,2026-08-04T08:35:00+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,10,5,42,25,0.2278,0.1681,0.7933,0.9,0.2014,0.1518,0.7847,1.0,0.0767,0.1112,0.3607,0.3,0.0595,0.0808,0.222,0.1,,0.92,1.0,25,0.96,409.8
GK-070,2026-08-04T08:35:20+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,10,5,42,25,0.2091,0.1656,0.7353,0.78,0.2014,0.1518,0.7847,1.0,0.1229,0.0789,0.5027,0.4583,0.0915,0.058,0.3667,0.22,,0.8,1.0,25,0.96,15.9
GK-071,2026-08-04T08:35:39+00:00,general_knowledge,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,10,5,42,25,0.2173,0.1443,0.6927,0.9,0.2014,0.1518,0.7847,1.0,0.0937,0.103,0.4389,0.3,0.0729,0.0669,0.2827,0.1,,0.92,1.0,25,0.96,15.7
