id,model,ability,query,model_response,accuracy
51,openai/gpt-oss-20b,info_integration,How much do the Netflix Basic with Ads and without ADs subscription cost?,"Netflix’s Basic tier is priced as follows:

| Plan | Monthly cost |
|------|--------------|
| Basic with Ads | **$6.99** per month |
| Basic without Ads (ad‑free) | **$9.99** per month |

These figures are taken directly from the document’s description of the Basic plans.",0
52,openai/gpt-oss-20b,info_integration,Where and when does The White Lotus Season 2 take place?,"**The White Lotus Season 2 is set in Sicily, at the San Domenico Palace (a Four Seasons resort).**  
The story unfolds over the course of a single week, mirroring the structure of the first season.",0
53,openai/gpt-oss-20b,info_integration,Which party controls the house and the senate after the 2022 midterm elections?,I can not answer the question because of the insufficient information in documents.,0
54,openai/gpt-oss-20b,info_integration,Who won the U.S. Senate in Nevada and Florida in the 2022 midterm elections?,"- **Florida:** Republican Senator **Marco Rubio** was re‑elected to a third term.  
- **Nevada:** Democratic Senator **Catherine Cortez Masto** won re‑election to the U.S. Senate.",1
55,openai/gpt-oss-20b,info_integration,Who designed Naomi Biden's wedding dress and when was their wedding held?,"Naomi Biden’s wedding dress was designed by **Reem Acra**.  
Her wedding to Peter Neal was held on **Saturday, November 19, 2022**.",0
56,openai/gpt-oss-20b,info_integration,What groupings are France and Germany in World Cup 2022? ,"France was in **Group D** of the 2022 FIFA World Cup, while Germany was in **Group E**.",1
57,openai/gpt-oss-20b,info_integration,What grouping is U.S. and Spain in World Cup 2022,"The United States (USMNT) was drawn into **Group B** of the 2022 FIFA World Cup, while Spain was placed in **Group E**.",1
58,openai/gpt-oss-20b,info_integration,"What groupings are Argentina and Brazil in World Cup 2022, and who are their first opponents?",I can not answer the question because of the insufficient information in documents.,0
59,openai/gpt-oss-20b,info_integration,What were the unemployment rate and inflation rate in November 2022?,"- **Unemployment rate (November 2022)** – 3.4 % (U.S. national rate, not seasonally adjusted; the seasonally‑adjusted rate was 3.7 %).  
- **Inflation rate (November 2022)** – 10.7 % annual increase in the Consumer Price Index (CPI) for the 12 months to November 2022 (the monthly CPI change was 0.4 %).",0
60,openai/gpt-oss-20b,info_integration,Who did the USA and Germany play in the round of 16 at 2022 FIFA World Cup?,"The United States faced the Netherlands in the round‑of‑16 match at the 2022 FIFA World Cup.  
Germany did not reach the round‑of‑16; they were eliminated in the group stage.",0
61,openai/gpt-oss-20b,info_integration,Who are the semi opponents of Argentina and Germany in the World Cup?,I can not answer the question because of the insufficient information in documents.,0
62,openai/gpt-oss-20b,info_integration,"Who is starring Barbie and Ken in the movie ""Barbie""?","Barbie is portrayed by **Margot Robbie**, and Ken is portrayed by **Ryan Gosling**.",1
63,openai/gpt-oss-20b,info_integration,When are the championship game of the Patriot League Men’s and Women's Lacrosse Championship 2023?,"- **Patriot League Women’s Lacrosse Championship Game:** May 6, 2023  
- **Patriot League Men’s Lacrosse Championship Game:** May 7, 2023",1
64,openai/gpt-oss-20b,info_integration,How much did Avatar: The Way of Water earn in its debut weekend at U.S. and worldwide?,"There are factual errors in the provided documents. The correct figures for *Avatar: The Way of Water*’s debut weekend are:

- **U.S. (domestic) earnings:** **$134 million**  
- **Worldwide earnings:** **$435 million** (including $134 million domestic and $301 million international)",1
65,openai/gpt-oss-20b,info_integration,What movies won the Oscars for Best Animated Film and Best Picture in 2023?,"The 2023 Oscars awarded:

- **Best Animated Feature** – *Guillermo del Toro’s Pinocchio*  
- **Best Picture** – *Everything Everywhere All at Once*",0
66,openai/gpt-oss-20b,info_integration,Which teams won the Peach Bowl 2022 and Super Bowl 2022?,I can not answer the question because of the insufficient information in documents.,0
67,openai/gpt-oss-20b,info_integration,What are the prices of Microsoft 365 Basic per month and per year?,"There are factual errors in the provided documents.  
The correct pricing for Microsoft 365 Basic is **$1.99 per month** and **$19.99 per year**.",1
68,openai/gpt-oss-20b,info_integration,When does Scream VI release amd who directed it?,"Scream VI is scheduled to hit cinemas on **March 10, 2023**.  
The film is directed by **Matt Bettinelli‑Olpin** and **Tyler Gillett**.",0
69,openai/gpt-oss-20b,info_integration,What was the annual GDP growth rates of the U.S. and China economy in 2022?,"The U.S. economy grew by **about 2.1 %** in real GDP in 2022, while China’s economy grew by **about 3 %** in 2022.",0
70,openai/gpt-oss-20b,info_integration,Who will be playing the role of Billy Batson and Hespera in Shazam! Fury of the Gods?,I can not answer the question because of the insufficient information in documents.,0
71,openai/gpt-oss-20b,info_integration,Who won the Best R&B Album and Best Rap Album at the 2023 Grammys?,I can not answer the question because of the insufficient information in documents.,0
72,openai/gpt-oss-20b,info_integration,What is Google's and Baidu's new AI chatbots called?,"Google’s new AI chatbot is called **Bard**, and Baidu’s new AI chatbot is called **Ernie**.",0
73,openai/gpt-oss-20b,info_integration,Who founded midjourney and Stability AI?,"Midjourney was founded by **David Holz**, and Stability AI was founded by **Mohammad Emad Mostaque**.",1
74,openai/gpt-oss-20b,info_integration,Who are the new CEO of Pinterest and Twitter,"The new CEOs are:

- **Pinterest:** Bill Ready  
- **Twitter:** Linda Yaccarino",1
75,openai/gpt-oss-20b,info_integration,What is the release dates for Pikmin 4 and Splatoon 3 on Nintendo Switch?,"- **Pikmin 4** – Released on the Nintendo Switch on **July 21, 2023**.  
- **Splatoon 3** – Released on the Nintendo Switch on **September 9, 2023**.",1
76,openai/gpt-oss-20b,info_integration,Which team won Super Bowl LVII and who was the MVP of the game?,I can not answer the question because of the insufficient information in documents.,0
77,openai/gpt-oss-20b,info_integration,Who trained LLaMA and Alpaca? ,"LLaMA was trained by Meta AI (the research team at Meta).  
Alpaca was trained by the Stanford University group (the Stanford team that used OpenAI‑generated instructions to train the Alpaca 7B model).",1
78,openai/gpt-oss-20b,info_integration,Which movie won Best Picture and Best International Feature Film at the 95th Academy Awards Ceremony?,"- **Best Picture:** *Everything Everywhere All at Once*  
- **Best International Feature Film:** *All Quiet on the Western Front*",1
79,openai/gpt-oss-20b,info_integration,"Who won Best Director, Actor at the 95th Academy Awards Ceremony?",I can not answer the question because of the insufficient information in documents.,0
80,openai/gpt-oss-20b,info_integration,Who won Best Actor and Best Actress at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,0
81,openai/gpt-oss-20b,info_integration,Who won the Best Actress and Best Supporting Actress at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,0
82,openai/gpt-oss-20b,info_integration,Which movies won Best International Feature Film and Best Animated Feature Film at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,0
83,openai/gpt-oss-20b,info_integration,Who won The Voice Season 23 and Season 22?,"- **Season 23**: Gina Miles (from Sacramento) was crowned the winner.  
- **Season 22**: Bryce Leatherwood (a 22‑year‑old country artist from Statesboro, Georgia) was named the champion.",1
84,openai/gpt-oss-20b,info_integration,Who are the CEOs of Hasbro and burberry?,"The CEOs mentioned in the document are:

- **Hasbro:** Chris Cocks  
- **Burberry Group Plc:** Jonathan Akeroyd",1
85,openai/gpt-oss-20b,info_integration,Where and when is the 2023 CAA World Congress of Sports?,"The 2023 CAA World Congress of Sports is scheduled for **April 18–19, 2023** and will be held at the **JW Marriott at L.A. Live in Los Angeles, California**.",0
86,openai/gpt-oss-20b,info_integration,"Who are the director of ""Polite Society"" and when was the release date of it?","**Director:** Nida Manzoor  
**Release date:** April 28, 2023 (United States)",1
87,openai/gpt-oss-20b,info_integration,What is the name and release date of Google's foldable smartphone?,"The foldable smartphone is called the **Pixel Fold**, and it was released on **June 27, 2023**.",1
88,openai/gpt-oss-20b,info_integration,What is the name of Google's AI image editing tool and Microsoft's ai assistant in office?,"Google’s AI‑powered image‑editing tool is called **Magic Editor**, and Microsoft’s AI assistant that sits inside its Office apps is called **Copilot**.",1
89,openai/gpt-oss-20b,info_integration,When were the chatgpt apps for ios and chatgpt api launched?,I can not answer the question because of the insufficient information in documents.,0
90,openai/gpt-oss-20b,info_integration,What is the datesof the 2023 and 2022 NBA Draft?,"- **2023 NBA Draft:** June 22, 2023  
- **2022 NBA Draft:** Thursday, June 23, 2022",1
91,openai/gpt-oss-20b,info_integration,Who won the U.S. Open golf tournament 2023 and the 2023 Open Championship?,"- **U.S. Open (2023):** Wyndham Clark  
- **Open Championship (2023):** Brian Harman",1
92,openai/gpt-oss-20b,info_integration,Who were the MVP of Super Bowl 2022 and 2023,"The MVPs were:

- **Super Bowl 2022 (Super Bowl LVI):** Cooper Kupp  
- **Super Bowl 2023 (Super Bowl LVII):** Patrick Mahomes",1
93,openai/gpt-oss-20b,info_integration,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to **Carolyn Bertozzi, Morten Meldal, and K. Barry Sharpless**.",0
94,openai/gpt-oss-20b,info_integration,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on **Wednesday, May 11, 2022**.",0
95,openai/gpt-oss-20b,info_integration,Which teams are playing in the 2021-22 NBA Finals?,The 2021‑22 NBA Finals featured the **Golden State Warriors** against the **Boston Celtics**.,1
96,openai/gpt-oss-20b,info_integration,Who acquired a stake in FromSoftware?,"The documents indicate that **Sixjoy** purchased a stake in FromSoftware by buying 1,703 shares. Additionally, **Tencent** also announced that it was acquiring a stake in the studio.",0
97,openai/gpt-oss-20b,info_integration,Which companies are part of MATANA?,"The “MATANA” group, as described in the document, is a re‑branded set of the biggest U.S. tech names that replaces the FAANG acronym.  
It includes:

| Company | Ticker (as mentioned) |
|---------|------------------------|
| **Microsoft** | MSFT |
| **Apple** | AAPL |
| **Tesla** | TSLA |
| **Amazon** | AMZN |
| **Nvidia** | NVDA |

The group is defined by **excluding Meta (META) and Netflix (NFLX)** and focusing on these five giants.",0
98,openai/gpt-oss-20b,info_integration,Where are Apple's first two stores in India?,"Apple’s first two retail stores in India are located in:

- **Mumbai** – at the Bandra‑Kurla Complex (Apple BKC)  
- **Delhi** – in the Saket neighbourhood (Apple Saket)",0
99,openai/gpt-oss-20b,info_integration,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,,0
